id,review_scores_rating,review_scores_accuracy,review_scores_cleanliness
691023,98,10,10
1263815,96,10,10
10883520,,,
17697735,,,
9753012,,,
16590237,100,10,10
5050177,,,
9546883,100,10,10
1035018,98,10,10
16207655,100,10,10
14030807,98,10,10
14110440,,,
7886634,95,10,10
5394104,95,10,10
5505643,100,10,10
746079,96,10,10
757797,97,10,10
16519220,100,10,10
12521512,98,10,10
9097223,97,10,10
20486,93,10,10
10391569,97,10,10
20483,94,10,10
11947349,97,10,10
13864527,97,10,10
2066085,95,10,9
6063800,98,10,9
16944675,,,
11013650,100,10,10
10948108,98,10,10
1689096,94,9,10
12338060,100,10,10
1428553,100,10,10
11848754,,,
15731733,100,10,10
6238270,95,9,9
4122750,94,10,9
5173185,80,9,9
14873247,100,10,10
6156195,98,10,10
7204761,98,10,10
10432397,,,
225933,95,10,9
4026206,97,10,10
11680405,100,10,10
5549826,100,10,10
683794,100,10,10
14052903,100,10,10
7418450,98,10,10
9661919,100,,6
2371599,96,10,10
6523893,,,
7417270,93,10,9
4418675,97,10,9
10120241,,,
8941317,96,10,10
4894416,,,
3102139,,,
551865,97,10,10
1535946,98,10,10
551851,96,10,10
11070395,95,10,10
15375517,,,
1043282,99,10,10
4074316,100,10,10
6712685,40,4,4
486751,100,10,10
15177458,97,10,10
2108694,90,9,9
17345722,,,
10988716,,,
11585296,,,
10709592,100,10,10
6793767,98,10,10
11610642,100,10,10
23636,95,10,9
15999597,100,10,10
1113230,96,10,10
14553169,89,9,9
27025,100,10,10
3664261,95,10,9
269371,93,9,9
256148,98,10,10
633070,96,10,9
10905782,,,
10807434,,,
9793897,97,9,9
7680348,100,10,10
1246891,98,10,10
15984490,100,10,10
7621346,99,10,10
6678252,95,10,10
8972002,98,10,9
15362363,,,
342420,100,10,8
2933105,97,10,10
9758393,94,10,9
887516,100,10,10
517803,100,10,10
9365080,98,10,10
11019905,94,10,9
2467138,100,10,10
17016059,77,5,9
808841,99,10,9
15509470,,,
15951821,,,
15256248,100,10,10
11191951,99,10,10
5606842,97,10,10
15361161,86,7,8
10881697,100,10,10
6526902,97,10,9
893914,95,10,10
10986459,,,
3793831,96,10,10
10570862,,,
4613015,97,10,10
1450899,100,10,9
15165018,100,10,10
1304068,100,10,10
1762727,98,9,10
408471,96,9,9
15181185,85,9,10
723583,,,
8274904,99,10,10
13335441,,,
6529917,90,8,10
175427,92,9,9
4051455,96,10,10
6713445,88,9,9
5605968,96,10,10
1828443,97,9,10
7988313,96,10,10
1107014,98,9,10
11893599,93,10,9
1450426,100,10,10
1827177,95,10,9
14590314,96,10,10
1433917,98,10,10
13295936,90,10,10
1614129,94,9,9
16896129,93,10,10
7037700,100,9,10
9577217,95,9,9
6103791,97,10,10
488359,98,10,10
1646806,98,10,10
7348398,98,10,10
16548419,100,10,10
5136550,100,10,10
6627450,99,10,10
2072697,92,9,9
13574259,100,10,9
41055,94,9,9
417858,99,9,10
588939,100,10,9
1843662,89,8,9
15621583,,,
664206,100,10,10
166199,96,10,9
13192574,96,10,10
14294426,100,10,10
8904047,94,10,10
287967,96,10,10
17173545,100,10,10
16178483,,,
3759368,97,10,10
3157541,96,10,10
15818015,100,10,10
2677288,96,10,10
8887553,97,9,9
13782569,,,
11104122,100,10,10
8272389,90,10,10
10473301,,,
2939849,100,9,9
15785104,100,10,10
352165,88,9,9
7163276,,,
1712789,100,10,10
12361563,100,10,10
9847111,,,
17982304,,,
6364788,100,10,10
10634267,,,
5850380,99,9,10
2527150,86,9,9
138772,98,10,9
8406322,99,10,10
1271318,96,10,10
2530808,92,9,9
13047671,100,10,10
3742189,94,10,9
2385569,99,10,10
10476444,,,
17865626,,,
3218306,98,10,10
5806937,98,10,10
6822747,98,10,10
7953240,94,9,9
891728,100,10,8
15342306,,,
10721986,,,
15484215,,,
8068911,100,10,10
4998450,100,10,10
1777429,100,10,10
12295920,100,10,10
10088395,99,10,10
13430730,100,10,10
12098778,80,10,9
16194768,,,
10945741,100,10,10
12967106,100,10,10
725300,94,10,10
6544530,96,10,9
23630,97,10,10
13769818,96,10,10
3939412,89,9,10
9051149,98,10,10
16073836,100,10,10
15464893,84,7,9
4181776,95,10,10
9459546,98,10,10
7968598,100,10,10
5838639,98,10,10
792370,92,9,10
10459440,100,10,10
15469891,100,10,10
8920813,,,
2739477,96,10,9
7853803,90,10,10
5871042,92,10,9
13112761,100,10,10
841083,,,
677207,99,10,9
17570252,100,10,10
121238,97,10,9
4184406,98,10,10
15375254,,,
17619267,100,10,10
9092593,96,10,10
776239,100,9,10
789059,93,10,10
10784420,,,
9885647,,,
16160696,100,10,10
17144320,100,10,10
1104362,95,10,10
9869323,98,10,10
5590567,93,10,10
14488234,98,10,10
14467867,100,10,10
9032327,96,10,9
1233497,98,10,10
1251570,95,10,10
7902488,100,10,10
8534395,92,10,9
2496719,100,10,10
9525428,,,
929468,95,10,10
13333818,,,
11605674,,,
7673433,100,10,10
10933809,100,10,10
7603122,100,10,10
14691164,100,10,10
1054197,96,9,10
10834465,,,
496108,97,10,9
283081,92,9,9
17345936,,,
528726,100,10,9
8016138,,,
3426292,,,
9229519,,,
2151566,92,9,9
870532,96,10,9
8088720,97,10,10
10858543,,,
8878603,100,10,10
13046853,98,10,10
17464720,100,10,10
10851336,,,
271505,99,10,10
13031100,99,10,10
17680468,,,
4917308,97,10,10
5021,90,9,9
1434425,97,10,10
1954514,93,10,9
3116428,99,10,10
8287266,98,10,10
11057109,91,9,9
7275084,99,10,10
1462428,88,9,9
13044664,80,9,7
213854,95,10,10
1033012,96,10,9
295240,98,10,10
14688313,89,10,9
1212746,97,10,10
16351285,20,2,2
17369805,100,10,10
7181655,95,10,10
148559,98,10,9
1328186,100,10,10
14265180,98,10,10
2578122,98,10,10
17107392,100,10,10
1836971,,,
15501175,100,10,10
1673011,99,10,10
10880832,,,
15832358,100,10,10
10806613,,,
2737894,94,9,9
4104344,98,10,10
5489606,96,10,10
14008953,100,10,10
1280424,100,9,9
6973631,93,9,9
477122,100,10,10
4490643,100,10,10
1279292,99,10,10
3343629,87,9,9
3754870,98,10,10
6210737,,,
9684127,100,10,10
14501017,,,
1508483,100,10,10
7995834,98,10,10
8992929,100,10,10
439703,89,9,9
3637514,88,9,8
3124541,98,10,10
5967397,,,
1407881,96,10,10
9735635,100,10,10
7897863,100,10,10
6275843,100,10,10
7602945,,,
2104515,94,10,9
1999524,97,10,10
7340055,100,10,10
17318005,100,10,9
753761,,,
2777105,100,10,10
11305038,96,10,10
1897346,97,10,10
10863182,,,
13735664,100,10,10
8336631,,,
16660792,100,10,10
4832436,100,10,10
10860795,90,10,9
6289646,98,10,10
4222197,,,
14821802,95,9,9
14871918,,,
10854044,,,
14595848,95,10,10
10925833,90,10,10
3258040,99,10,10
2356871,100,10,10
12678074,,,
10139027,100,10,10
56720,99,10,10
4677343,,,
6643496,100,10,10
16470451,100,10,10
7884875,96,10,10
8392276,,,
1365610,100,10,8
658588,99,10,10
5415450,100,10,10
1428590,97,10,10
8195144,93,10,10
16516690,88,10,10
7729217,98,10,10
799025,100,9,10
3290706,98,10,10
16068425,100,10,10
6430646,97,10,10
14775913,100,10,10
10907284,,,
13396831,100,10,10
43732,90,10,10
16427484,95,10,9
1724819,97,10,10
13625762,98,10,10
9718145,,,
16576795,100,10,9
9806278,93,10,9
13263987,100,10,10
16055131,100,10,10
893754,98,10,10
7774616,100,10,10
52650,99,10,10
2510224,88,10,7
17719404,,,
17039938,,,
269756,100,10,10
2628957,98,10,10
1252638,93,10,8
17734895,,,
9345625,100,10,10
760609,92,9,10
4566983,100,10,10
11459095,100,10,10
596576,95,10,9
14948932,100,10,10
12270048,96,10,10
5547500,97,10,10
17667823,,,
9328077,98,10,10
17903171,,,
4445540,98,10,10
8391970,,,
13127605,,,
4725008,93,10,10
13914298,97,10,10
2839794,97,10,10
9589431,,,
16288266,,,
4099682,96,10,10
17127003,80,10,10
267820,94,10,9
10342888,100,10,10
10654922,,,
16548251,100,9,8
5376278,73,9,9
9078894,99,10,10
8283480,95,10,10
10949478,,,
10000523,100,10,10
9998508,96,9,10
2968738,98,10,10
10765795,,,
9275279,83,9,10
16565600,90,8,9
14696763,95,9,10
5325355,99,10,10
11207179,,,
148769,83,8,8
10921682,100,10,10
2995611,100,10,9
16679174,93,10,9
14868610,100,10,10
1180517,90,10,8
1245838,92,9,9
3331689,100,10,10
586715,97,10,10
7500748,,,
2175930,96,10,10
3836052,97,10,10
1124499,93,10,9
12891037,95,10,10
8369007,100,10,10
9188845,96,10,10
4093438,100,10,10
1094481,98,10,10
8336228,96,10,10
12545727,,,
15135571,100,10,10
14266916,97,10,10
8221207,93,9,10
15954457,80,9,10
12382688,96,10,10
4075971,98,10,10
16662425,100,10,10
9597996,93,9,9
1995316,98,10,10
4845964,96,10,10
5386625,100,10,9
10270735,100,10,10
6648062,93,10,10
995535,98,10,10
11888682,100,10,10
4698301,,,
15145882,100,10,10
10990382,95,10,9
2178509,98,10,10
10616275,100,10,10
10564295,93,10,9
16406118,97,10,10
8568826,96,10,10
32414,96,10,10
229319,97,10,10
4816543,97,10,10
130665,95,10,10
15957623,100,10,10
10960391,91,9,9
196090,95,9,8
4105892,96,10,9
5520863,87,9,8
10993090,99,10,9
7345468,98,10,10
7028127,98,10,10
10911128,,,
10632584,99,10,10
1408932,96,10,10
10567595,100,10,10
6438705,95,10,10
7390000,,,
11533673,93,9,9
3656251,97,10,10
82919,91,9,9
10812543,,,
3415751,,,
11418638,98,10,10
8272898,100,10,10
10812359,100,10,8
1525886,100,10,10
10661953,96,10,10
883937,97,10,10
7699710,100,10,10
867530,94,10,10
2242739,95,9,10
6469686,100,10,10
1456153,95,10,10
7092207,100,10,10
7173279,95,10,10
1932175,100,10,10
14727798,92,9,10
6821152,92,10,8
7502419,,,
2488837,93,10,10
3095010,94,10,10
16824774,97,10,10
3553700,100,10,10
9927068,,,
12155285,94,10,9
3946395,92,9,10
15447960,,,
4093807,99,10,10
2455313,93,9,10
13788942,,,
10091236,100,10,10
15465170,100,10,10
16071302,96,10,10
4794816,99,9,10
14088130,100,10,10
915058,100,10,10
8762966,,,
849858,99,10,10
15513030,80,6,8
2028997,90,9,8
10787034,84,9,9
15512995,100,10,10
11089277,,,
14464362,99,10,9
1652064,96,9,9
2356554,95,10,10
17906471,,,
6453006,97,10,10
6438454,95,10,10
5469480,99,10,10
6305014,96,10,10
6108439,100,10,10
1487849,90,9,9
14897247,93,10,10
13591025,90,9,8
233416,,,
2838412,95,10,9
12041223,97,10,10
3050347,100,10,10
14761178,90,10,9
7998278,95,9,10
1985338,96,10,10
348580,94,9,8
1967457,98,10,10
13685131,96,10,10
15830871,100,10,10
17157954,93,9,8
1953596,100,10,10
4263551,95,10,10
11390565,100,10,10
8556635,80,8,10
9095144,,,
1740843,92,10,9
7458845,96,10,10
11169030,100,10,10
10968160,100,10,10
5162669,95,10,10
6262273,100,10,10
3917434,98,10,10
12736372,96,10,10
16403552,100,10,10
15943240,100,10,10
13028398,90,10,8
183334,99,10,10
3093070,100,10,10
766516,98,10,10
15216713,100,10,10
11546695,,,
16052296,,,
15383658,94,10,10
17608571,,,
12389378,100,10,10
12922728,93,10,10
9949873,98,10,10
11923264,81,10,8
4894261,95,10,9
14888467,,,
16572187,98,10,10
1994216,,,
7499793,100,10,10
11563014,92,10,10
10783912,,,
8336042,98,10,10
10137578,90,10,9
216042,99,10,10
11775422,98,10,10
1404326,88,9,9
7826851,99,10,10
2764137,93,10,10
11152754,100,9,10
15144208,98,10,9
11395,98,10,10
9219204,100,10,10
7367786,93,10,9
4825026,100,10,10
14068781,97,10,10
11970512,100,10,10
1191586,99,10,10
3992580,80,8,10
7973781,95,10,10
7760724,100,10,10
1059611,95,10,9
13970165,100,10,10
9990609,95,10,10
15215678,98,10,10
7762483,,,
1273125,100,9,10
5749969,80,9,8
15641829,95,10,10
16831064,100,10,10
7810254,100,10,10
16870072,100,10,10
10454632,100,10,10
14805637,100,10,10
13436680,100,10,9
4365969,99,10,10
10840593,91,9,10
9387084,98,10,10
4483550,,,
10946042,40,8,4
17721775,,,
10791348,,,
10365342,100,10,10
15182184,,,
3123536,97,10,10
10889404,,,
16984271,100,10,10
8034027,,,
2254974,99,10,10
15252502,,,
1382807,100,10,10
8153202,,,
6560870,100,10,10
1157129,100,10,10
648086,96,10,9
381217,94,10,9
6317778,,,
13157125,100,10,10
15223506,,,
9187534,99,10,10
14116042,89,10,10
14804950,98,10,10
1959880,95,10,10
15919029,,,
10839226,,,
238658,88,9,9
5998790,95,10,9
16868894,,,
4285232,97,10,10
5826030,,,
9119191,100,10,10
42408,87,9,8
42403,92,10,9
9577881,,,
2001534,100,10,10
796017,100,10,10
16032599,100,10,9
13848713,100,10,10
11494067,100,10,10
4022889,90,10,10
365275,88,9,8
7939511,98,10,10
17402726,,,
16688738,,,
15787590,,,
16228141,96,10,9
16704550,100,10,10
12214846,95,10,8
823380,98,10,10
16276214,100,8,10
6512986,98,10,10
11100926,100,10,10
10394948,,,
9505119,,,
8310831,,,
57561,92,10,9
13223141,98,10,10
41172,97,10,10
3895335,93,10,8
12935388,100,10,10
531151,98,10,10
6529234,96,10,10
17403298,100,10,10
15549801,100,10,10
132441,94,9,10
2608516,98,10,10
13148133,97,10,9
7544803,100,10,10
17753503,,,
7054427,88,10,10
4480958,96,10,10
1039779,89,9,8
14673134,100,10,10
9166136,100,10,10
9362682,96,10,9
12037978,96,10,10
8474452,98,10,10
11434490,99,10,10
11181016,98,10,10
1524346,99,10,10
59702,98,10,10
8117174,98,10,10
1056688,96,10,9
4710280,97,10,10
958331,91,9,9
3578499,96,10,10
16227942,98,10,10
467507,98,10,10
16868984,90,10,9
1613321,83,9,9
6020579,100,10,10
12815012,100,10,10
12360520,,,
1336450,95,10,9
6495004,90,9,9
10415142,,,
629475,97,10,10
12835527,99,10,10
16006015,100,10,10
1574191,97,10,10
10106139,97,10,10
646275,94,10,10
23611,98,10,10
5582695,100,8,10
8969307,100,10,10
531504,89,9,8
5536512,98,10,10
2754912,94,10,9
6609509,90,9,10
5167688,97,10,10
10948228,,,
2223743,92,10,9
17250603,100,10,10
5858,98,10,10
2037464,100,10,10
5002958,98,10,10
8443583,100,10,10
15806021,,,
9335892,96,10,10
5620627,96,8,10
4533652,98,10,10
14342687,100,10,10
2518781,96,10,10
9525734,96,10,10
16813360,,,
6784867,97,10,10
6688004,95,10,9
17764085,,,
7854509,96,10,10
4540731,98,10,10
1275748,,,
12867911,,,
12343600,88,9,8
13605167,,,
1579304,100,10,9
3283236,100,10,10
17149658,,,
6560014,100,10,10
9389099,97,10,9
15745436,100,10,10
71645,96,10,10
7034854,,,
783633,95,9,9
1203172,95,10,9
6396841,98,10,10
840986,98,10,10
17830600,,,
870705,96,10,10
4936367,96,10,10
2545771,100,10,10
16208487,100,10,10
1970756,91,10,10
379418,94,10,9
9066717,94,9,9
6822070,95,10,10
8555019,,,
702819,97,10,10
2904128,98,10,9
11376272,100,10,10
17159806,,,
15102053,90,10,8
10783028,,,
10835440,98,10,10
2987484,100,10,10
6558237,97,10,10
13866235,100,10,9
14141746,,,
13652971,98,10,10
6115685,100,10,8
7691523,,,
8655125,95,10,10
17551632,97,10,10
11063519,96,10,10
11379406,,,
7493513,100,9,10
17372360,,,
6923940,93,9,9
14043281,96,9,10
17175619,,,
10703897,,,
6439768,97,10,10
6165516,98,10,10
4142783,70,8,6
14911610,,,
10230060,,,
7181279,91,10,10
1226596,92,10,9
7197549,,,
15915145,100,10,10
1397537,92,9,9
8542341,100,10,10
16323334,,,
4476390,86,9,9
2984463,97,10,10
7065061,100,10,9
10653901,100,10,10
3569750,97,10,10
479415,90,9,8
16334789,100,10,10
17157585,100,10,10
17305040,98,10,10
9275612,100,10,10
6541447,,,
199480,98,10,10
5980518,90,9,8
3571735,,,
16334849,100,10,8
5914638,98,10,10
17574753,100,10,9
8848449,95,10,10
5005492,,,
10732591,,,
17777707,,,
4344298,97,10,10
3475943,98,10,10
9652136,,,
137546,96,10,10
10783702,,,
10878084,,,
10864452,,,
17221442,,,
6604564,95,10,9
10766080,92,10,9
561602,100,10,10
17720528,,,
14841385,,,
15565383,,,
1884746,100,9,8
10946513,,,
9258941,97,10,10
4093967,97,10,10
394575,96,10,10
3376512,97,10,10
830330,93,10,10
13796550,99,10,10
6292635,94,10,9
15876545,100,10,10
3263219,100,10,10
13762975,97,10,10
17809462,100,10,10
690900,100,8,6
16285937,,,
14352624,98,10,10
6045869,94,10,9
11419262,92,9,9
901892,88,9,8
4559312,100,10,10
16073408,97,10,10
10990428,97,10,10
16826528,,,
8028540,,,
15450184,,,
820076,90,10,9
16679880,100,9,9
8353311,67,8,7
16686565,100,10,10
10040153,100,10,10
8210460,60,6,6
10805884,100,10,10
6583338,88,6,10
17590329,,,
9734189,100,10,10
13641752,,,
16741110,90,10,10
10826536,,,
13563897,91,9,9
6586095,100,6,10
15875731,100,10,10
15302207,,,
15482268,91,9,9
2621402,100,9,10
16135757,,,
13533012,,,
3506870,100,10,10
3767600,95,10,10
16490343,100,8,10
6585312,100,10,10
6453650,,,
11532560,100,10,10
16693440,100,10,10
11450526,95,10,10
3826011,97,10,10
16738804,100,10,10
474001,100,8,6
15843086,20,2,8
17833625,,,
16689449,100,10,10
5666454,80,10,10
10250606,97,9,10
13318241,85,10,8
8614819,,,
11015068,87,10,7
16999142,100,10,10
10729265,100,10,8
15562020,100,10,10
15021341,93,9,10
10784723,,,
10963158,90,9,10
8408841,,,
6008099,95,10,10
17434603,,,
8408931,,,
13487687,90,9,9
11439599,80,10,8
17779803,,,
9489459,100,10,10
9489448,100,10,10
11439120,90,10,10
14946965,100,10,10
4632383,93,9,10
12004930,100,10,10
10458874,96,9,10
11481098,100,10,10
11481093,100,10,10
11481091,90,9,9
15215720,,,
15085183,80,8,9
9973002,,,
16051262,100,10,10
10840730,,,
15285456,100,8,10
13396490,100,10,10
9316584,,,
206637,80,8,6
12855014,,,
10439036,80,10,8
9464133,80,8,10
7678243,93,9,9
12854821,,,
435390,100,9,8
10439033,100,10,10
435389,100,9,9
435391,96,10,8
5114942,,,
15716518,90,10,9
15672672,,,
10822516,80,8,7
9774555,100,10,10
9167652,100,10,10
6662128,83,9,9
16317597,100,10,10
12854325,,,
2935400,100,9,10
14967576,90,10,10
12854741,,,
13082691,80,4,6
113211,95,9,9
13884730,100,10,10
16916342,90,9,10
16883568,,,
9756521,,,
9756513,70,7,9
16686600,100,10,10
10706423,85,8,10
13982554,93,9,10
11068548,,,
15678690,,,
15079866,,,
13277077,,,
10458879,90,9,10
16721389,100,10,10
16652856,83,9,10
15534642,,,
842269,97,9,8
11439405,93,9,9
8310040,,,
9342219,,,
13703611,,,
15849881,100,10,10
11377034,96,10,10
11377038,100,10,10
13018159,,,
17823547,,,
11768502,90,10,10
14610133,100,10,10
8407352,,,
14980726,80,9,9
10963865,100,10,10
10455233,,,
9605720,95,10,10
13226259,,,
1478914,97,9,10
13014156,93,10,8
9734419,90,7,8
10126149,,,
748211,100,10,9
10765781,,,
10766249,,,
13453019,100,10,10
11043803,100,10,10
17495199,100,10,10
10942415,,,
14828948,,,
16860517,100,10,10
9651543,,,
17482972,,,
17188050,,,
16392395,100,10,10
16599400,,,
6373849,87,10,10
7291294,,,
10633441,100,8,10
14631114,,,
16260046,,,
11436683,,,
1618880,100,10,10
4417901,90,9,9
7760015,,,
5272750,90,9,9
10728546,,,
15194432,90,8,7
10610594,,,
7205925,100,9,10
4567295,100,10,10
32802,99,10,10
4518031,92,9,9
7998127,,,
4120530,95,10,10
6421909,100,10,10
7343277,97,10,9
17175739,97,10,10
12270642,92,9,9
5749798,100,10,10
8240368,,,
9133739,95,10,9
644091,99,10,10
16497229,94,10,9
3722574,93,9,9
4897143,92,9,9
4519780,94,9,9
1488584,100,10,10
734839,99,10,10
13927209,100,10,10
1177752,95,10,10
4887475,94,10,9
1504609,95,10,10
4519757,93,9,9
10745682,100,10,10
7699603,85,9,8
15733592,100,10,10
11297447,97,10,9
5788099,98,10,10
7115191,86,9,9
15194176,95,8,10
3534845,76,8,8
8163114,95,10,10
10749998,,,
14505006,100,10,10
12750864,100,10,10
4902444,93,9,9
2657854,85,10,9
14355639,98,9,9
17943479,,,
1159284,93,9,9
3534885,73,7,8
16134193,100,10,10
13958482,,,
17651619,100,10,10
3534798,75,8,9
105802,94,10,9
3288881,88,9,9
2120943,93,10,9
12987777,97,10,10
6007925,80,10,8
1174537,96,10,9
10733503,,,
3616082,97,10,10
10808569,,,
15363297,98,10,10
1174758,100,10,10
17513689,,,
10594745,,,
1026195,95,10,9
9906353,100,10,10
16754440,100,10,10
13772403,91,10,10
6006021,100,10,10
7132809,93,10,9
6662231,86,9,9
6661783,,,
485245,98,10,10
10985925,,,
13198842,,,
15157903,100,10,9
7923146,98,10,10
13641058,94,10,9
7677381,,,
9906888,,,
6912869,100,9,10
9495579,91,10,9
12050886,80,10,10
14868908,97,9,10
10658210,,,
8064432,100,9,10
9495318,95,10,10
4670847,91,9,9
958700,92,10,9
9494726,96,10,9
8675466,100,10,9
10412144,91,10,8
15917054,,,
1678763,91,9,9
138619,86,9,8
6675827,100,10,10
12410151,95,9,10
10837940,,,
10919775,,,
4890230,93,9,9
13344295,88,9,8
15097340,97,10,10
16587632,,,
4464347,89,9,9
4430996,90,10,9
14697748,97,10,10
10930621,,,
17603182,100,10,10
10888291,100,10,10
12982866,,,
2447950,76,10,8
10902078,,,
12212126,85,9,9
11553658,,,
562593,99,10,10
4759937,96,10,10
1137106,100,10,10
11584043,99,10,10
115242,100,10,10
14883150,98,10,10
4607177,98,10,10
7067681,94,10,9
15822507,100,10,10
7968749,,,
17176510,80,10,7
15478431,95,10,9
16439219,,,
16256559,100,10,9
9497588,93,9,9
14684733,99,10,10
15194320,100,10,10
3905190,100,10,10
1693257,,,
284934,94,9,9
7116305,83,8,8
7181819,95,9,9
7067087,93,9,9
10825140,,,
6188428,,,
3182798,96,10,9
10961121,,,
8524982,99,10,10
17981691,,,
180212,100,10,10
17434782,,,
9504910,95,9,10
4887587,89,9,9
8652929,96,10,10
7115664,83,8,8
17417018,93,9,10
643918,94,10,10
9150693,84,9,9
4902365,92,9,9
4182201,84,9,8
957584,97,10,9
12176844,99,10,10
14893922,,,
1082423,93,10,8
15068542,100,10,10
7914478,,,
10105584,90,10,10
308885,88,9,9
14534529,100,10,10
15157053,92,10,9
17891623,,,
657121,99,10,10
10988358,,,
5751316,,,
1574848,93,10,8
17924331,,,
10827305,,,
794815,,,
6586433,97,10,10
15941682,100,10,10
1589361,98,10,10
4526415,90,9,9
11190379,98,10,9
3093543,97,10,10
1411264,96,9,10
15633396,,,
1961076,100,10,10
16443050,,,
5686550,,,
10733315,,,
10970070,,,
17253212,,,
8926150,96,10,10
11973518,99,10,10
16070178,,,
14709616,100,10,10
3830608,100,10,9
700928,100,10,10
8598745,,,
1668180,94,10,10
3710477,87,10,9
12972437,91,9,10
9433478,100,10,10
1110346,100,10,10
717046,94,9,8
11058546,,,
1530745,98,10,10
10813172,100,10,10
6585994,99,10,10
9201385,100,10,10
10436203,,,
3522119,96,10,10
13418070,93,10,10
15040002,100,10,10
8322485,,,
2441167,90,10,8
15493989,92,10,9
2757282,100,10,10
4881805,100,10,10
1539373,,,
10861735,,,
13407713,89,9,8
13548606,92,10,10
3767297,100,9,10
16088064,96,10,10
17926654,,,
2112492,,,
9491619,90,10,8
1971246,94,9,10
8758432,80,8,8
10615018,99,10,10
6338562,60,7,6
9389324,,,
10566523,,,
10943035,100,10,10
9095601,,,
13549311,92,10,10
10729985,,,
11757982,92,9,9
6993593,99,10,10
14786197,100,10,10
14774400,90,9,9
5666413,100,9,10
12159249,,,
17151560,80,6,10
10614319,80,8,8
15054372,90,10,9
15585040,100,10,10
10139068,100,10,10
1914295,93,10,9
8385246,83,9,9
6545132,,,
9464045,80,8,8
9709799,93,10,9
2356531,94,9,10
10930648,80,10,8
9827641,97,10,9
13235676,93,10,9
10636207,,,
8310729,90,10,8
3821508,99,10,10
8323915,80,10,10
11160394,100,10,8
6885816,100,10,10
10783557,,,
10948389,,,
15486635,,,
17331009,,,
11035236,98,10,10
12210252,92,9,9
12154878,90,10,9
16888580,100,10,10
10931776,96,10,10
11044547,,,
16369339,100,10,10
52713,89,9,9
607913,100,9,8
12452121,,,
6989963,90,10,9
10061326,67,8,7
11969257,,,
232492,96,10,9
12340989,80,10,8
14053493,,,
3272782,96,10,10
10432527,100,10,9
17084304,,,
208714,97,9,9
5160242,96,10,10
2139948,,,
7368176,100,10,10
4058557,88,9,9
8712780,,,
12463547,100,10,10
3354004,94,9,10
4045632,87,9,9
8612967,96,10,9
8612964,95,10,10
13513230,92,10,10
17459003,100,10,10
6155285,94,10,10
13332150,89,9,9
16395925,100,10,10
11021928,,,
6077601,87,9,9
7072674,100,10,10
13884559,,,
1502017,80,9,7
10041491,88,9,8
1764111,,,
12249865,,,
14861698,95,10,10
7596794,87,9,9
11480301,,,
7842474,95,10,10
14281343,100,10,8
13734958,86,10,9
13327441,92,10,10
9048008,,,
9710037,,,
10833655,,,
5512869,98,10,10
286231,92,9,8
7989636,98,10,10
13953434,92,10,10
13997869,60,6,10
17017057,100,10,10
2677798,,,
2140313,96,10,10
9463936,100,10,10
8595819,85,8,9
15523581,96,10,9
4646954,90,9,8
14297089,100,10,10
16557842,100,10,10
4401445,100,10,10
231129,87,9,9
8153369,80,10,8
1632521,100,10,10
1195173,99,10,10
4679350,,,
17000090,100,10,10
1336921,97,10,9
3761446,95,10,10
1713391,98,10,10
10298652,,,
9814508,,,
747416,97,10,10
5039986,94,10,10
13412207,93,10,9
4286316,100,10,10
7919542,80,10,8
12739738,99,10,10
7562345,97,10,9
8758259,99,10,10
6481618,,,
10888115,,,
10603148,100,10,10
14918534,100,10,10
13751291,,,
11555166,,,
6088161,97,10,10
6448545,88,9,8
1484149,95,10,9
16333422,,,
12362408,99,10,10
2187942,100,10,10
15085679,93,10,10
10815856,,,
41609,98,10,9
6742626,98,10,10
6104684,100,10,10
2253836,95,10,10
8921611,,,
6136320,70,9,9
4558259,93,10,10
10789339,98,10,10
5005798,96,10,10
17146255,88,8,8
5005692,95,10,10
4629268,100,10,10
11241809,86,9,9
13847355,100,10,8
5840328,20,2,2
8986011,100,9,10
10907541,,,
14206695,100,10,10
13016330,81,9,8
9133330,,,
9198086,,,
4594699,100,10,10
17641299,,,
7133073,97,10,9
2430730,,,
9637712,,,
4037590,100,10,10
5377351,93,10,10
4251491,91,9,9
7921496,95,10,10
2449024,83,8,8
7904891,97,10,10
11207956,95,10,10
1007157,91,10,9
13851541,100,10,10
3283844,90,9,8
16860979,,,
9198324,80,9,7
13578021,93,10,10
1841832,94,9,10
9198267,85,9,8
10885808,,,
9510668,100,10,10
1679108,99,10,10
16178926,92,9,9
2104437,97,10,10
5774421,100,10,10
14051814,100,10,10
7772800,93,10,9
9198209,90,8,8
9525849,100,10,10
9198155,,,
15325058,86,8,9
16443034,80,6,9
17930040,,,
10753840,,,
5117701,94,9,10
12852960,100,10,10
10743757,,,
13491912,80,8,10
1660611,87,9,8
11638464,100,10,10
15376388,95,10,9
9475400,,,
2333234,96,10,10
13621128,90,10,10
9411094,,,
842254,80,10,6
14490093,100,10,10
13603944,90,8,10
12212255,96,10,9
6952855,92,10,9
9314084,,,
13751537,100,10,10
11242044,96,10,10
12463556,100,9,10
4887154,88,10,9
8116322,,,
6361669,97,10,10
14670052,98,10,9
5773488,96,10,10
39059,95,10,9
6494324,,,
16652554,40,2,2
9095673,84,8,9
16799835,,,
17026443,90,10,9
6492391,,,
9261272,88,10,10
8311972,100,10,10
14485668,93,9,10
1627259,97,10,9
4965866,92,10,10
15044111,,,
2558071,100,10,10
