latitude,longitude,host_response_rate,host_identity_verified,price
37.79168835,-122.4062393,99%,t,$142.00 
37.79189202,-122.4066119,86%,t,$169.00 
37.79223801,-122.4082688,100%,t,$375.00 
37.79516208,-122.4060318,N/A,f,$99.00 
37.79091595,-122.4059982,99%,t,$142.00 
37.79455322,-122.4060035,100%,f,$29.00 
37.79103067,-122.4065212,86%,t,$179.00 
37.79418392,-122.4058186,100%,f,$29.00 
37.79478217,-122.4059171,100%,f,$29.00 
37.79096616,-122.406768,100%,t,$285.00 
37.79116448,-122.4059325,100%,f,$175.00 
37.79159767,-122.4063868,N/A,t,$375.00 
37.79150192,-122.4059951,97%,t,$250.00 
37.79144807,-122.4068015,90%,t,$265.00 
37.79069575,-122.4085708,40%,t,$275.00 
37.79780771,-122.4055447,99%,t,$95.00 
37.79164373,-122.4059619,100%,f,$179.00 
37.79089595,-122.4067086,99%,t,$187.00 
37.79110513,-122.4078201,100%,t,$90.00 
37.79094806,-122.4066664,97%,t,$297.00 
37.79146698,-122.4062333,99%,t,$187.00 
37.79263787,-122.404808,N/A,f,$99.00 
37.79294123,-122.4065867,100%,f,$29.00 
37.79152502,-122.4066066,100%,f,$90.00 
37.79150679,-122.406293,100%,t,$122.00 
37.79122162,-122.4078458,100%,t,$350.00 
37.79174936,-122.4066079,90%,t,$265.00 
37.7910451,-122.4063471,90%,t,$245.00 
37.79078126,-122.4065546,99%,t,$250.00 
37.79137041,-122.4060569,100%,f,$80.00 
37.79175198,-122.4062852,N/A,t,$165.00 
37.79148415,-122.4067922,N/A,f,$275.00 
37.79141528,-122.40684,99%,t,$250.00 
37.79097695,-122.4063799,N/A,f,$500.00 
37.79798835,-122.4054699,N/A,f,$55.00 
37.79149138,-122.4061672,86%,t,$179.00 
37.79115661,-122.4060972,100%,t,$122.00 
37.79641191,-122.4097811,100%,f,$149.00 
37.79136417,-122.4062361,25%,f,$99.00 
37.79359559,-122.405764,100%,f,$29.00 
37.79202417,-122.405851,100%,t,$138.00 
37.79115457,-122.4074829,N/A,f,$200.00 
37.79140468,-122.4064159,N/A,t,$500.00 
37.79093385,-122.4063979,N/A,f,$250.00 
37.791146,-122.4066676,99%,t,$138.00 
37.79107977,-122.4063727,86%,t,$179.00 
37.7911196,-122.4060809,86%,t,$179.00 
37.791256,-122.4067338,92%,f,$185.00 
37.7911895,-122.406534,100%,t,$225.00 
37.79121955,-122.4061045,99%,t,$200.00 
37.79721118,-122.4079814,100%,f,$88.00 
37.7908853,-122.4065476,N/A,f,$300.00 
37.79157299,-122.4064721,97%,t,$250.00 
37.79151869,-122.4067413,N/A,t,$300.00 
37.79161924,-122.4058877,N/A,f,$165.00 
37.79576339,-122.4073768,100%,t,$349.00 
37.79101714,-122.4059452,86%,t,$129.00 
37.79079815,-122.4084892,89%,t,$259.00 
37.79138103,-122.4084414,53%,f,$220.00 
37.79170545,-122.4061588,90%,t,$265.00 
37.79220652,-122.4078226,N/A,f,$650.00 
37.79069276,-122.4085402,N/A,t,$85.00 
37.79313112,-122.4048186,100%,f,$36.00 
37.793389,-122.4058264,100%,f,$39.00 
37.79041319,-122.4084076,N/A,t,$100.00 
37.79145669,-122.4063843,N/A,t,$250.00 
37.79158129,-122.4078149,100%,t,$94.00 
37.79066398,-122.408334,N/A,t,$300.00 
37.79093002,-122.4078879,N/A,f,$70.00 
37.79117349,-122.4064287,100%,t,$122.00 
37.7916975,-122.4062386,90%,t,$265.00 
37.79079367,-122.4066081,100%,f,$189.00 
37.79140056,-122.4068817,92%,f,$115.00 
37.79119033,-122.4064954,97%,t,$228.00 
37.79135426,-122.4064583,N/A,f,$350.00 
37.79129326,-122.4076259,100%,t,$109.00 
37.79150571,-122.4065991,100%,f,$215.00 
37.79100348,-122.4085049,N/A,f,$195.00 
37.79121302,-122.40626,100%,t,$350.00 
37.79676252,-122.406823,80%,f,$120.00 
37.79116283,-122.4061204,100%,t,$124.00 
37.80202786,-122.4102421,N/A,f,$250.00 
37.79928797,-122.4062968,100%,t,$95.00 
37.80779007,-122.4124178,N/A,f,$260.00 
37.79873501,-122.404283,100%,t,$99.00 
37.79998187,-122.4079799,N/A,f,$185.00 
37.80121793,-122.4084412,100%,t,$55.00 
37.80264123,-122.4058455,100%,f,"$1,350.00 "
37.80164358,-122.4080088,N/A,t,$425.00 
37.80431029,-122.4137736,100%,t,$300.00 
37.79834682,-122.4046102,100%,t,$195.00 
37.79938244,-122.4054875,100%,t,$38.00 
37.80636679,-122.4081772,N/A,t,$150.00 
37.79949681,-122.4050025,97%,f,$250.00 
37.80096802,-122.4071934,100%,t,$295.00 
37.79909017,-122.4063149,100%,t,$38.00 
37.80356512,-122.4133781,100%,t,$390.00 
37.79924819,-122.4045964,100%,t,$69.00 
37.80181081,-122.4067249,N/A,t,$180.00 
37.80076507,-122.404055,N/A,f,$525.00 
37.80210559,-122.4070772,75%,t,$85.00 
37.80329164,-122.407077,100%,t,$300.00 
37.80486904,-122.4137725,100%,t,$67.00 
37.80318161,-122.4086595,94%,t,$150.00 
37.79926264,-122.4043223,100%,t,$38.00 
37.79882906,-122.4047389,100%,t,$38.00 
37.80059304,-122.4053179,N/A,t,$800.00 
37.80152616,-122.4094002,100%,f,$330.00 
37.80332554,-122.411042,N/A,t,$250.00 
37.80462963,-122.4131476,N/A,t,$198.00 
37.79872137,-122.4041221,100%,t,$83.00 
37.80037274,-122.4050091,70%,t,$229.00 
37.79893943,-122.4059606,100%,t,$38.00 
37.80036797,-122.4071756,N/A,t,$350.00 
37.8020223,-122.4104116,100%,t,$150.00 
37.80214195,-122.4090156,100%,f,$159.00 
37.79849182,-122.4040734,100%,t,$69.00 
37.79911364,-122.4056678,100%,f,$625.00 
37.80680826,-122.4160652,100%,f,$185.00 
37.80155754,-122.4100754,100%,t,$55.00 
37.79975986,-122.4075555,N/A,t,$246.00 
37.80082916,-122.4052129,89%,t,$175.00 
37.80119004,-122.4078635,N/A,f,$650.00 
37.80159003,-122.4028113,100%,t,$195.00 
37.80436752,-122.4058908,N/A,f,$135.00 
37.79845076,-122.4044535,100%,t,$38.00 
37.80229366,-122.4051339,80%,f,$133.00 
37.8054954,-122.4131592,100%,t,$181.00 
37.80147346,-122.4057109,100%,t,$89.00 
37.80390492,-122.4066082,100%,f,$255.00 
37.7999717,-122.4080397,N/A,t,$243.00 
37.80142379,-122.4078824,100%,f,$250.00 
37.80389706,-122.4039538,100%,f,$170.00 
37.80462628,-122.4153648,100%,t,$60.00 
37.79946392,-122.4075566,N/A,t,$171.00 
37.80153526,-122.4104445,100%,t,$369.00 
37.80558547,-122.4044002,100%,t,$310.00 
37.7998697,-122.4036819,N/A,t,$400.00 
37.80507588,-122.4077516,100%,t,$175.00 
37.79958329,-122.4062463,N/A,f,$350.00 
37.80068025,-122.405491,90%,t,$300.00 
37.80109933,-122.4051111,N/A,f,"$1,450.00 "
37.80002203,-122.4054964,100%,t,$350.00 
37.80921819,-122.4097485,N/A,f,$300.00 
37.80400318,-122.4128285,100%,f,$125.00 
37.80101926,-122.4039535,90%,t,$300.00 
37.79987642,-122.4080253,N/A,f,$250.00 
37.80289717,-122.4137292,N/A,f,$250.00 
37.80023441,-122.4094952,100%,t,$75.00 
37.79997318,-122.4070494,100%,t,$95.00 
37.80449682,-122.41431,90%,f,$350.00 
37.79966613,-122.405314,100%,t,$235.00 
37.80017041,-122.4026088,80%,t,$385.00 
37.80623166,-122.4085721,N/A,t,$73.00 
37.79878517,-122.405424,99%,t,$90.00 
37.80128472,-122.4105096,N/A,t,$100.00 
37.80332338,-122.4107557,90%,t,$104.00 
37.80319162,-122.407416,N/A,f,$110.00 
37.80469303,-122.410738,N/A,f,$325.00 
37.80338834,-122.4144318,80%,t,$200.00 
37.80334234,-122.4080068,100%,t,$425.00 
37.8021992,-122.4126845,N/A,t,$160.00 
37.80098583,-122.4103209,N/A,t,$98.00 
37.79978939,-122.4076189,N/A,t,$50.00 
37.80449641,-122.4136115,N/A,t,$100.00 
37.79914767,-122.4063326,100%,t,$95.00 
37.7994046,-122.4073993,N/A,f,$275.00 
37.8050098,-122.4124011,100%,f,$150.00 
37.80232529,-122.4115847,N/A,t,$625.00 
37.80280247,-122.4132409,N/A,t,$575.00 
37.79933922,-122.4060944,100%,t,$95.00 
37.79892025,-122.4040845,100%,t,$38.00 
37.80055921,-122.4051993,70%,t,$199.00 
37.79873205,-122.4040796,100%,t,$95.00 
37.79975313,-122.4058097,N/A,t,$250.00 
37.80395117,-122.4149952,N/A,f,$250.00 
37.80335434,-122.4133539,N/A,t,$175.00 
37.80394628,-122.4121367,N/A,f,$200.00 
37.79835394,-122.404197,70%,f,$300.00 
37.80605167,-122.4089253,N/A,f,$200.00 
37.79855328,-122.4075299,100%,t,$465.00 
37.7991887,-122.4050255,N/A,t,$399.00 
37.80119299,-122.4111839,N/A,t,"$1,400.00 "
37.7987506,-122.4047565,100%,t,$38.00 
37.80023589,-122.4055744,60%,t,$149.00 
37.80534503,-122.4126105,100%,t,$400.00 
37.79983496,-122.4039383,80%,f,$189.00 
37.79891369,-122.4061133,100%,t,$38.00 
37.79874763,-122.4054396,100%,t,$95.00 
37.80278336,-122.4094443,100%,f,$268.00 
37.80166309,-122.4108697,N/A,t,$600.00 
37.80472094,-122.4086221,78%,t,$195.00 
37.80433695,-122.4116338,N/A,t,$99.00 
37.80308462,-122.4128209,N/A,t,$89.00 
37.80471031,-122.4146296,N/A,t,$175.00 
37.80076184,-122.4089565,N/A,t,$300.00 
37.7986295,-122.4061094,99%,t,$85.00 
37.80185443,-122.4069379,N/A,f,$84.00 
37.80043167,-122.4054254,100%,t,$200.00 
37.79905068,-122.4069473,90%,f,$175.00 
37.80437461,-122.4106385,90%,f,$550.00 
37.79923316,-122.405415,97%,f,$298.00 
37.80559972,-122.4082609,100%,t,$140.00 
37.80411345,-122.4110506,100%,f,$350.00 
37.80154019,-122.4048102,100%,t,$215.00 
37.79845009,-122.4047763,100%,t,$38.00 
37.80535751,-122.4127751,100%,f,$125.00 
37.80332149,-122.4078181,N/A,t,$300.00 
37.80205345,-122.4116364,100%,t,$97.00 
37.80728248,-122.4105711,100%,f,$114.00 
37.79971382,-122.407554,100%,f,$65.00 
37.80491919,-122.413096,90%,f,$165.00 
37.79913609,-122.4044363,100%,t,$99.00 
37.80062753,-122.4060789,100%,t,$183.00 
37.80238793,-122.4100413,100%,t,$55.00 
37.79963389,-122.4062527,N/A,t,$550.00 
37.79967276,-122.4055669,75%,t,$106.00 
37.80393648,-122.4060252,N/A,t,$350.00 
37.80776679,-122.4167065,100%,f,$184.00 
37.80430678,-122.4123408,100%,f,$95.00 
37.7992574,-122.4047635,100%,t,$38.00 
37.80196535,-122.4077696,N/A,f,$250.00 
37.80860057,-122.41447,50%,f,$525.00 
37.80738324,-122.4094443,100%,f,$208.00 
37.80167922,-122.4052656,N/A,f,$500.00 
37.80301726,-122.4102498,100%,t,$175.00 
37.79838697,-122.4048311,100%,t,$148.00 
37.80269686,-122.4106114,N/A,t,$650.00 
37.80884749,-122.4149903,50%,f,$179.00 
37.79856345,-122.4042868,86%,t,$195.00 
37.79897822,-122.4061962,100%,t,$83.00 
37.80572353,-122.4079979,100%,t,$140.00 
37.80722537,-122.4162012,100%,t,$215.00 
37.80084662,-122.4108357,100%,t,$95.00 
37.8003938,-122.4066899,90%,t,$225.00 
37.79900162,-122.4040308,99%,t,$85.00 
37.7993326,-122.4062857,100%,t,$38.00 
37.80288829,-122.4110802,100%,t,$450.00 
37.80228263,-122.4060615,70%,t,$999.00 
37.79878042,-122.4035596,100%,t,$550.00 
37.80486405,-122.4079658,75%,t,"$9,999.00 "
37.80303257,-122.4099049,N/A,f,$600.00 
37.80227952,-122.4069805,100%,t,$150.00 
37.80285964,-122.4112536,N/A,f,$400.00 
37.80516467,-122.4086683,100%,t,$300.00 
37.79954216,-122.4067874,100%,f,$200.00 
37.80535779,-122.4091008,N/A,f,$900.00 
37.80157817,-122.410159,100%,f,$75.00 
37.80725258,-122.4194579,67%,t,$250.00 
37.80264458,-122.4104635,100%,t,$799.00 
37.80143941,-122.4071775,N/A,f,$350.00 
37.80483817,-122.4088777,,,"$1,400.00 "
37.80145896,-122.4038798,82%,t,$150.00 
37.79896902,-122.40582,N/A,f,$319.00 
37.80535797,-122.4082354,N/A,t,"$1,500.00 "
37.80416052,-122.4120675,N/A,f,$350.00 
37.80001323,-122.4045427,100%,t,$149.00 
37.79888529,-122.4060525,67%,t,$120.00 
37.80271397,-122.4129187,100%,t,$175.00 
37.80209539,-122.4102026,100%,f,$95.00 
37.80227702,-122.4069061,N/A,t,$600.00 
37.81030633,-122.476422,100%,t,$105.00 
37.78987079,-122.4690077,N/A,t,$250.00 
37.79347438,-122.4479371,N/A,t,$800.00 
37.79559571,-122.4498702,0%,t,"$1,500.00 "
37.80656371,-122.4487621,80%,t,$70.00 
37.80229056,-122.4587997,N/A,f,$699.00 
37.79156675,-122.4178411,50%,f,$400.00 
37.79218099,-122.4185609,N/A,t,$225.00 
37.79328328,-122.4105391,N/A,f,$150.00 
37.79583665,-122.4104827,100%,f,$145.00 
37.7938304,-122.4182835,78%,t,$129.00 
37.79251181,-122.4134364,0%,f,$200.00 
37.79498971,-122.4176116,N/A,t,$245.00 
37.79060297,-122.4136458,N/A,t,$209.00 
37.78901529,-122.4206332,40%,t,$375.00 
37.79119007,-122.420715,50%,f,$85.00 
37.79423328,-122.4162211,100%,t,$275.00 
37.790434,-122.4188951,N/A,t,$95.00 
37.79101527,-122.4122448,100%,f,$325.00 
37.7942845,-122.413363,100%,f,$175.00 
37.7914932,-122.4152878,100%,t,$98.00 
37.79096862,-122.4196439,N/A,f,$200.00 
37.79568722,-122.4109485,N/A,f,$200.00 
37.7958851,-122.4114515,N/A,t,$300.00 
37.79607459,-122.4120814,100%,t,$300.00 
37.79030266,-122.4127271,100%,t,$190.00 
37.79291263,-122.4154393,100%,t,$125.00 
37.79126694,-122.4134826,N/A,f,"$1,100.00 "
37.79291508,-122.4177573,100%,t,$200.00 
37.79124176,-122.4181094,100%,t,$85.00 
37.79419657,-122.4186386,N/A,t,$345.00 
37.7931553,-122.4175692,N/A,t,$125.00 
37.79402874,-122.4139536,100%,t,$100.00 
37.79272434,-122.4182977,90%,t,$185.00 
37.79232196,-122.4157758,100%,t,$190.00 
37.79160619,-122.4151212,0%,f,$450.00 
37.79018105,-122.4117831,N/A,f,$200.00 
37.79253474,-122.4106125,N/A,f,$250.00 
37.79157499,-122.4167532,97%,t,$119.00 
37.79378643,-122.4175436,100%,t,$95.00 
37.79060051,-122.4090475,88%,f,$425.00 
37.79021558,-122.4163233,90%,t,$600.00 
37.79305115,-122.4138553,N/A,f,$75.00 
37.79061631,-122.4153005,100%,t,$95.00 
37.79533701,-122.4171831,90%,t,$53.00 
37.79417163,-122.4186649,100%,t,$169.00 
37.7926468,-122.41909,N/A,t,$71.00 
37.79497418,-122.4159208,100%,t,$129.00 
37.7925631,-122.4213503,N/A,t,$200.00 
37.79225716,-122.4157657,N/A,t,$150.00 
37.79489258,-122.4119809,N/A,t,$225.00 
37.79574337,-122.4134979,N/A,f,$188.00 
37.79016366,-122.4192029,36%,t,$70.00 
37.79353882,-122.4193962,100%,t,$125.00 
37.79439703,-122.4186398,N/A,t,$360.00 
37.79385604,-122.4190187,97%,t,$120.00 
37.79569442,-122.417082,100%,t,$155.00 
37.79299572,-122.4204346,N/A,t,$90.00 
37.79582599,-122.4190566,97%,t,$120.00 
37.79077951,-122.4093472,90%,t,$110.00 
37.79064321,-122.4111284,100%,t,$130.00 
37.79508167,-122.4117796,100%,t,$95.00 
37.79568071,-122.4196633,N/A,f,$425.00 
37.79173507,-122.4174841,97%,t,$129.00 
37.79377195,-122.4209936,100%,f,$175.00 
37.79278568,-122.4166186,100%,t,$200.00 
37.79303939,-122.4222798,N/A,t,$180.00 
37.79335999,-122.4154976,100%,t,$167.00 
37.79357723,-122.4153578,64%,t,$60.00 
37.79171378,-122.4093241,100%,t,$375.00 
37.7906458,-122.4152231,N/A,t,$225.00 
37.79100026,-122.4187022,100%,t,$169.00 
37.79550978,-122.4186859,N/A,t,$60.00 
37.79392856,-122.4207794,88%,f,$100.00 
37.79434654,-122.4170899,100%,f,$109.00 
37.79254906,-122.4180591,N/A,f,"$1,100.00 "
37.79486121,-122.4164057,N/A,t,$150.00 
37.78972932,-122.4125027,N/A,t,$159.00 
37.7945654,-122.417817,N/A,t,$99.00 
37.79508404,-122.4140434,N/A,t,$333.00 
37.78861551,-122.420984,N/A,t,$100.00 
37.79008683,-122.4194269,N/A,f,$100.00 
37.79292709,-122.4154896,100%,t,$400.00 
37.79262852,-122.4223348,88%,f,$210.00 
37.79039103,-122.4114633,N/A,f,$235.00 
37.79059087,-122.4124522,100%,t,$130.00 
37.79178662,-122.4181474,97%,t,$119.00 
37.79514686,-122.4190939,97%,f,$130.00 
37.79539047,-122.4154119,100%,t,$345.00 
37.78962933,-122.4135576,N/A,t,$80.00 
37.7919198,-122.417154,N/A,t,$145.00 
37.7946607,-122.4156572,90%,f,$140.00 
37.79666781,-122.4127171,100%,t,$99.00 
37.79527922,-122.4220242,N/A,f,$750.00 
37.79482284,-122.4115321,100%,t,$139.00 
37.79105266,-122.4107541,100%,f,$160.00 
37.79062641,-122.4166603,N/A,t,$199.00 
37.79036285,-122.4145048,N/A,f,$300.00 
37.79064928,-122.4182799,100%,t,$259.00 
37.79450699,-122.4133262,N/A,t,$100.00 
37.78974848,-122.4179423,N/A,t,$95.00 
37.7926885,-122.4161079,N/A,t,$250.00 
37.79037483,-122.4136863,N/A,f,$120.00 
37.79482685,-122.4162286,100%,f,$600.00 
37.79032748,-122.4120852,83%,f,$199.00 
37.79164888,-122.4177507,N/A,t,$149.00 
37.79223214,-122.418787,N/A,t,$299.00 
37.79207828,-122.4159772,N/A,f,$195.00 
37.79460906,-122.4121318,100%,f,$85.00 
37.79608541,-122.4167426,N/A,t,$400.00 
37.79578852,-122.4111361,100%,t,$150.00 
37.79576823,-122.4114131,80%,t,$60.00 
37.79495196,-122.412198,100%,f,$95.00 
37.79551651,-122.4106498,100%,f,$499.00 
37.79307771,-122.4148126,N/A,t,$220.00 
37.79373559,-122.4190727,N/A,t,$150.00 
37.79379585,-122.4173618,100%,t,$87.00 
37.78911841,-122.4218557,N/A,t,$175.00 
37.79685822,-122.4114743,90%,t,$90.00 
37.79380183,-122.4157068,100%,t,$258.00 
37.79648742,-122.4133696,N/A,t,$200.00 
37.79598956,-122.4170663,97%,t,$140.00 
37.79161997,-122.409101,40%,t,$320.00 
37.78997099,-122.4110563,N/A,t,$250.00 
37.78922747,-122.4165112,N/A,t,$125.00 
37.79315241,-122.4156071,100%,t,$79.00 
37.79192178,-122.4145578,N/A,f,$80.00 
37.79259871,-122.4204152,N/A,t,$127.00 
37.7954661,-122.4149415,91%,f,$149.00 
37.79464155,-122.4135633,N/A,t,$173.00 
37.79304942,-122.4185647,N/A,f,$300.00 
37.7900527,-122.4171992,N/A,t,$200.00 
37.78997419,-122.4177281,N/A,t,$250.00 
37.79341992,-122.4190995,N/A,t,$182.00 
37.79541535,-122.4183395,100%,t,$145.00 
37.7906335,-122.4199491,36%,t,$70.00 
37.79368787,-122.4191093,N/A,t,$500.00 
37.79470217,-122.4150067,N/A,t,$300.00 
37.79403223,-122.4136831,N/A,t,$250.00 
37.79422203,-122.414258,93%,t,$160.00 
37.79616579,-122.4123604,100%,t,$130.00 
37.79334641,-122.4176436,100%,t,$495.00 
37.79171552,-122.4162022,100%,t,$150.00 
37.79253686,-122.4166128,88%,t,$180.00 
37.79510898,-122.4141286,N/A,t,$140.00 
37.79294727,-122.4166264,91%,t,$155.00 
37.79237471,-122.4092882,100%,t,$185.00 
37.79090103,-122.4103615,N/A,t,$80.00 
37.79493242,-122.4198204,100%,f,$65.00 
37.79034639,-122.4155554,N/A,f,$200.00 
37.79527905,-122.4191356,88%,f,$115.00 
37.79535341,-122.4124842,100%,t,$399.00 
37.79255158,-122.4129017,90%,t,$800.00 
37.79113835,-122.4102948,100%,t,$995.00 
37.79458981,-122.4138777,N/A,t,$170.00 
37.79533033,-122.4131665,100%,t,$218.00 
37.79267721,-122.4153231,100%,t,$70.00 
37.7933838,-122.4127396,N/A,f,$135.00 
37.79577821,-122.4157713,80%,t,$185.00 
37.79121516,-122.4179519,100%,t,$79.00 
37.79148058,-122.4138615,100%,t,"$1,199.00 "
37.79430063,-122.4199257,100%,t,$225.00 
37.79281194,-122.4206042,N/A,t,"$2,250.00 "
37.79179412,-122.4128814,N/A,f,$400.00 
37.79163812,-122.4193453,0%,t,$750.00 
37.79212066,-122.4196333,94%,f,$130.00 
37.79165106,-122.4130201,100%,t,$160.00 
37.78973799,-122.4153228,100%,t,$325.00 
37.79483909,-122.4171901,N/A,t,$57.00 
37.79284716,-122.4105176,100%,t,$365.00 
37.79346402,-122.4209466,83%,t,$135.00 
37.79147977,-122.4147937,100%,t,$165.00 
37.79578313,-122.4110244,N/A,f,$104.00 
37.79152282,-122.4150756,N/A,f,"$1,000.00 "
37.79564579,-122.418714,100%,t,$155.00 
37.79403696,-122.4208748,100%,t,$350.00 
37.79230336,-122.418368,N/A,t,$73.00 
37.79245574,-122.4190388,N/A,f,$69.00 
37.79343121,-122.4136294,N/A,t,$205.00 
37.79533074,-122.4120096,100%,t,$700.00 
37.79160071,-122.4190834,100%,t,$199.00 
37.79097471,-122.4152651,N/A,f,$900.00 
37.78963357,-122.4135083,100%,t,$240.00 
37.79475838,-122.4154441,0%,t,$240.00 
37.79340195,-122.4164929,100%,t,$75.00 
37.78923807,-122.4185366,N/A,t,$200.00 
37.79001329,-122.412916,100%,t,$170.00 
37.79278556,-122.4182534,90%,t,$139.00 
37.79112506,-122.4133603,100%,f,$70.00 
37.79183524,-122.4190525,100%,t,$197.00 
37.78955089,-122.4139189,N/A,f,$600.00 
37.79355713,-122.4121973,N/A,t,$219.00 
37.79474529,-122.4183062,100%,t,$369.00 
37.79686976,-122.4138146,50%,t,$300.00 
37.790403,-122.4196877,94%,f,$100.00 
37.79393146,-122.4147961,93%,t,$110.00 
37.79093909,-122.4196998,94%,f,$130.00 
37.79327318,-122.4225681,100%,t,$169.00 
37.79212309,-122.4213379,94%,f,$120.00 
37.79555412,-122.4112104,100%,t,$70.00 
37.79152904,-122.4159683,N/A,t,$200.00 
37.79656407,-122.4133038,N/A,f,$300.00 
37.78964289,-122.419613,N/A,t,$600.00 
37.79183141,-122.4103843,100%,t,$140.00 
37.7963364,-122.4159751,70%,f,$120.00 
37.79270238,-122.4224159,N/A,f,$500.00 
37.79002306,-122.4178128,36%,t,$129.00 
37.79605416,-122.4140737,N/A,t,$199.00 
37.79574751,-122.4175842,100%,f,$85.00 
37.79141272,-122.4094235,N/A,t,$90.00 
37.79022964,-122.4193037,36%,t,$90.00 
37.79476609,-122.4205065,N/A,t,$250.00 
37.79706916,-122.4105066,0%,t,$550.00 
37.79046683,-122.4183687,100%,t,$199.00 
37.7966065,-122.4124866,100%,f,$79.00 
37.79668573,-122.4127462,100%,t,$210.00 
37.79122142,-122.4155426,71%,t,$210.00 
37.79189654,-122.4164641,100%,t,$142.00 
37.79054879,-122.4152817,100%,t,$100.00 
37.79590277,-122.4181289,20%,f,$270.00 
37.79265684,-122.4212934,100%,t,$220.00 
37.78969505,-122.4149267,100%,f,$400.00 
37.79459003,-122.4126096,100%,t,$150.00 
37.79021051,-122.4193801,36%,t,$90.00 
37.79340147,-122.418881,100%,t,$145.00 
37.79492885,-122.4151765,97%,t,$129.00 
37.78958166,-122.4196251,36%,t,$70.00 
37.79532528,-122.4137721,N/A,t,$395.00 
37.79142943,-122.4210166,N/A,t,$140.00 
37.79638843,-122.4174695,71%,t,$255.00 
37.79568436,-122.4163972,100%,f,$150.00 
37.79549707,-122.4110581,100%,t,$120.00 
37.79029879,-122.4164431,N/A,t,$199.00 
37.79144947,-122.4184893,N/A,f,$125.00 
37.79405857,-122.4172313,97%,t,$120.00 
37.791851,-122.4182326,36%,t,$70.00 
37.79519814,-122.4214857,N/A,t,$185.00 
37.78980509,-122.4180426,36%,t,$90.00 
37.79513618,-122.4184617,100%,t,$350.00 
37.7936412,-122.4174587,100%,f,$99.00 
37.79184892,-122.4170135,N/A,t,$150.00 
37.79454992,-122.4166006,N/A,t,$499.00 
37.79372185,-122.4100362,100%,t,$229.00 
37.78981175,-122.4118875,100%,t,$170.00 
37.79254349,-122.4097556,N/A,f,$375.00 
37.79608762,-122.4172393,100%,f,$300.00 
37.79335065,-122.421593,71%,t,$120.00 
37.79407842,-122.4150899,N/A,f,$100.00 
37.79510087,-122.4150315,100%,t,$100.00 
37.79366302,-122.4142365,100%,t,$250.00 
37.79385448,-122.4117107,N/A,t,$200.00 
37.79437824,-122.4194791,N/A,f,$111.00 
37.79248815,-122.4183673,N/A,f,$270.00 
37.79369496,-122.4205816,N/A,f,$125.00 
37.79158071,-122.4176026,100%,t,$298.00 
37.79014849,-122.4151937,92%,f,$82.00 
37.79028568,-122.4134888,100%,f,$145.00 
37.79081949,-122.4168917,80%,t,$175.00 
37.79057872,-122.4154555,N/A,f,$77.00 
37.79092889,-122.4177693,100%,t,$320.00 
37.79227222,-122.4205917,94%,f,$120.00 
37.7943922,-122.4110466,100%,t,$150.00 
37.79471608,-122.409734,N/A,t,$130.00 
37.79083579,-122.4137612,N/A,f,$300.00 
37.78905625,-122.4176225,80%,t,$195.00 
37.79543509,-122.4177606,100%,t,$190.00 
37.79560156,-122.4103497,100%,t,$106.00 
37.79081328,-122.4140256,100%,f,$125.00 
37.79331064,-122.4186435,N/A,f,$100.00 
37.7940483,-122.418118,88%,f,$89.00 
37.79142749,-122.4177093,36%,t,$199.00 
37.7897288,-122.4129363,100%,t,$250.00 
37.79064752,-122.4102078,100%,f,$75.00 
37.79277346,-122.4120488,N/A,f,"$1,500.00 "
37.78985681,-122.4160261,N/A,t,$99.00 
37.79468033,-122.4190223,N/A,t,$240.00 
37.79246434,-122.4217798,100%,t,$175.00 
37.79672799,-122.4119063,100%,t,$166.00 
37.79329612,-122.414628,100%,t,$175.00 
37.79528702,-122.4202127,67%,t,$89.00 
37.7923024,-122.4157697,100%,t,$700.00 
37.79100543,-122.4117319,N/A,f,$800.00 
37.79143234,-122.4191437,36%,t,$70.00 
37.79579579,-122.4153345,100%,t,$150.00 
37.7904293,-122.4098831,100%,t,$265.00 
37.79575642,-122.41894,N/A,t,$500.00 
37.79456874,-122.4134897,100%,t,$550.00 
37.79709452,-122.4103305,100%,t,$140.00 
37.79023399,-122.4158914,N/A,f,$299.00 
37.79167487,-122.4165337,100%,t,$120.00 
37.79462347,-122.418162,100%,f,$80.00 
37.79553791,-122.4126506,100%,f,$140.00 
37.79531639,-122.4162486,N/A,t,$100.00 
37.79668012,-122.4120327,100%,t,$120.00 
37.79602031,-122.4120701,N/A,f,"$2,699.00 "
37.79123056,-122.4158807,100%,t,$100.00 
37.79247953,-122.4173654,N/A,t,$359.00 
37.7897411,-122.4161971,100%,t,$119.00 
37.79503137,-122.4180465,100%,t,$195.00 
37.79175176,-122.417643,50%,t,$105.00 
37.79095321,-122.419896,94%,f,$120.00 
37.79492398,-122.4189681,100%,t,$150.00 
37.79286727,-122.4160927,100%,t,$95.00 
37.79611203,-122.4176295,100%,t,$180.00 
37.79082365,-122.41248,N/A,f,$275.00 
37.79101041,-122.4141347,N/A,f,$175.00 
37.79036219,-122.4141183,N/A,t,$99.00 
37.79369282,-122.4193686,100%,t,$200.00 
37.79143154,-122.4166589,N/A,f,"$1,000.00 "
37.79462667,-122.4117566,100%,t,$350.00 
37.79150156,-122.4144311,100%,f,$215.00 
37.79072989,-122.4100239,100%,f,$120.00 
37.79534544,-122.4177732,N/A,t,$200.00 
